"Scientific" "BodyMass.Value" "Trophic_level" "Lifespan"
"Callicebus dubius" 992.41 NA NA
"Callicebus hoffmannsi" 992.41 NA NA
"Callicebus personatus" 1349.99 1 NA
"Callicebus donacophilus" 795.01 NA 25
"Callicebus discolor" 1005 NA NA
"Callicebus melanochir" 1370 NA NA
"Callicebus modestus" 992.41 NA NA
"Callicebus cupreus" 915 NA 26.4
"Callicebus moloch" 854.73 2 26.2
"Callicebus regulus" 1011.32 NA NA
"Callicebus torquatus" 1050 2 NA
"Callicebus purinus" 1011.32 NA NA
"Callicebus lugens" 1011.32 NA NA
"Callicebus lucifer" 1500 NA NA
"Callicebus medemi" 1205 NA NA
"Cacajao calvus" 5796.02 2 35.8
"Cacajao melanocephalus" 3100 2 18
"Chiropotes chiropotes" 2949.58 NA NA
"Chiropotes albinasus" 2900.01 1 20
"Chiropotes utahickae" 2949.58 NA NA
"Chiropotes israelita" 2949.58 NA NA
"Chiropotes satanas" 2999.99 1 19.6
"Pithecia pithecia" 1375.5 1 36
"Pithecia irrorata" 2240.99 NA NA
"Pithecia albicans" 2800.01 NA NA
"Pithecia aequatorialis" 2249.99 1 14.9
"Pithecia monachus" 1537.52 2 25
"Allenopithecus nigroviridis" 4749.96 NA 27
"Macaca leonina" 5786.96 NA NA
"Macaca maura" 7300 NA 33
"Macaca mulatta" 3713 1 40
"Macaca nemestrina" 6296.5 1 37.6
"Macaca nigra" 6400 1 34
"Macaca nigrescens" 5786.96 NA NA
"Macaca ochreata" 2600 NA 29
"Macaca radiata" 3690 NA 30
"Macaca arctoides" 5000 1 29.2
"Macaca hecki" 5786.96 NA NA
"Macaca pagensis" 4534.66 2 30
"Macaca fascicularis" 3991.5 2 39
"Macaca cyclopis" 6000 NA NA
"Macaca assamensis" 12000 NA 31.4
"Macaca siberu" 5786.96 NA NA
"Macaca silenus" 4750 2 40
"Macaca tonkeana" 9000 NA 28.4
"Macaca thibetana" 12000 NA 27
"Macaca sylvanus" 7000.03 2 29.1
"Macaca sinica" 3590 1 29.3
"Macaca fuscata" 10400 2 38.5
"Cercocebus galeritus" 7835.02 1 21
"Cercocebus sanjei" 8000 NA NA
"Cercocebus atys" 6941.24 NA 26.8
"Cercocebus agilis" 8000 NA 31
"Cercocebus chrysogaster" 12000 NA NA
"Cercocebus torquatus" 7749.97 1 46
"Cercopithecus sclateri" 3375 NA NA
"Cercopithecus mona" 4208.33 NA 30
"Cercopithecus neglectus" 5479.99 2 30.8
"Cercopithecus nictitans" 5803.34 2 31
"Cercopithecus petaurista" 2774.98 NA 29
"Cercopithecus pogonias" 3764.96 2 27
"Cercopithecus roloway" 5500 NA NA
"Cercopithecus solatus" 6500 NA NA
"Cercopithecus wolfi" 4000 NA 24
"Cercopithecus mitis" 5000 2 37.8
"Cercopithecus kandti" 4291.5 NA NA
"Cercopithecus preussi" 5250 2 26
"Cercopithecus doggetti" 4291.5 NA NA
"Cercopithecus albogularis" 4291.5 2 NA
"Cercopithecus ascanius" 3550 2 31.2
"Cercopithecus campbelli" 4099.96 1 30
"Cercopithecus cephus" 3484.98 2 36
"Cercopithecus diana" 4175.03 2 35.1
"Cercopithecus dryas" 3075 NA NA
"Cercopithecus erythrogaster" 2500 2 24
"Cercopithecus erythrotis" 3918.33 2 NA
"Cercopithecus hamlyni" 6875 NA 28.6
"Cercopithecus lhoesti" 5375.02 2 24.1
"Cercopithecus lowei" 4400 NA NA
"Cercopithecus denti" 4500 NA NA
"Chlorocebus cynosuros" 4993 NA NA
"Chlorocebus sabaeus" 4993 NA NA
"Chlorocebus tantalus" 4993 NA NA
"Chlorocebus djamdjamensis" 6000 NA NA
"Chlorocebus aethiops" 4155 NA 30.8
"Chlorocebus pygerythrus" 4993 NA NA
"Erythrocebus patas" 8090 2 28.3
"Lophocebus albigena" 7690.06 2 36
"Lophocebus aterrimus" 6510.37 NA 26.8
"Lophocebus opdenboschi" 7075.67 NA NA
"Mandrillus leucophaeus" 14999.96 2 39
"Mandrillus sphinx" 18249.88 2 40
"Miopithecus talapoin" 1250 2 27.7
"Miopithecus ogouensis" 1250 NA NA
"Papio cynocephalus" 15822.15 1 45
"Papio ursinus" 17729.44 1 45
"Papio hamadryas" 21250.05 1 37.5
"Papio anubis" 17728.56 NA 25.2
"Papio papio" 18026.05 NA 40
"Theropithecus gelada" 17049.83 1 36
"Colobus angolensis" 9850 1 35.3
"Colobus guereza" 10600 1 35
"Colobus polykomos" 9917.45 1 33.9
"Colobus satanas" 4319.96 1 NA
"Colobus vellerosus" 7700.18 NA NA
"Nasalis larvatus" 9000 1 25.1
"Piliocolobus preussi" 8865.71 1 NA
"Piliocolobus tholloni" 8591.69 NA NA
"Piliocolobus rufomitratus" 8030.75 1 NA
"Piliocolobus pennantii" 10896 NA NA
"Piliocolobus kirkii" 7158.29 1 NA
"Piliocolobus gordonorum" 8591.69 NA NA
"Piliocolobus foai" 8591.69 NA NA
"Piliocolobus tephrosceles" 8591.69 NA NA
"Piliocolobus badius" 8430.4 2 NA
"Presbytis frontata" 6050 NA NA
"Presbytis thomasi" 6690 NA NA
"Presbytis siamensis" 5895.06 NA NA
"Presbytis rubicunda" 6300 1 NA
"Presbytis potenziani" 6450 NA NA
"Presbytis natunae" 6374.15 NA NA
"Presbytis hosei" 6500 NA NA
"Presbytis femoralis" 7000 NA NA
"Presbytis chrysomelas" 6374.15 NA NA
"Presbytis comata" 6250 1 NA
"Presbytis melalophos" 6300 1 20
"Procolobus verus" 4000 1 NA
"Pygathrix nigripes" 10333.32 1 NA
"Pygathrix nemaeus" 8310 1 26
"Pygathrix cinerea" 9266.6 NA NA
"Rhinopithecus brelichi" 12267.15 1 NA
"Rhinopithecus bieti" 11000.54 2 NA
"Rhinopithecus avunculus" 9086.19 NA NA
"Rhinopithecus roxellana" 13456.8 1 29.5
"Semnopithecus priam" 10752 NA NA
"Semnopithecus ajax" 10752 NA NA
"Semnopithecus hypoleucos" 10026.65 NA NA
"Semnopithecus hector" 10752 NA NA
"Semnopithecus entellus" 11529.83 1 29
"Semnopithecus schistaceus" 10752 NA NA
"Semnopithecus dussumieri" 10752 NA NA
"Simias concolor" 7393.9 1 NA
"Trachypithecus geei" 8350 NA NA
"Trachypithecus shortridgei" 8516.46 NA NA
"Trachypithecus poliocephalus" 8516.46 NA NA
"Trachypithecus pileatus" 11450 NA 25.2
"Trachypithecus phayrei" 8400 NA 28.3
"Trachypithecus obscurus" 6420 1 33.9
"Trachypithecus laotum" 8516.46 NA NA
"Trachypithecus germaini" 8516.46 NA NA
"Trachypithecus francoisi" 7325 1 26.3
"Trachypithecus ebenus" 8516.46 NA NA
"Trachypithecus delacouri" 8516.46 1 NA
"Trachypithecus cristatus" 8350 NA 28.3
"Trachypithecus barbei" 8516.46 NA NA
"Trachypithecus auratus" 7100 NA 31.1
"Trachypithecus hatinhensis" 8516.46 NA NA
"Trachypithecus vetulus" 8830 1 26.1
"Trachypithecus johnii" 11921 1 34
"Bunopithecus hoolock" 6699 2 41
"Hylobates albibarbis" 5692.08 NA NA
"Hylobates klossii" 5800 2 37
"Hylobates agilis" 5650 2 49
"Hylobates muelleri" 6000 2 60
"Hylobates moloch" 6500 2 45
"Hylobates lar" 4892 2 56
"Hylobates pileatus" 5440 2 38
"Nomascus concolor" 6410.47 2 44.1
"Nomascus siki" 6850.16 NA NA
"Nomascus gabriellae" 6850.16 NA NA
"Nomascus leucogenys" 7320 NA NA
"Nomascus hainanus" 6850.16 NA NA
"Symphalangus syndactylus" 10839 2 43
"Gorilla gorilla" 131625.52 2 55.4
"Gorilla beringei" 149325.19 NA NA
"Homo sapiens" 58540.63 NA 122.5
"Pan paniscus" 34000.08 2 55
"Pan troglodytes" 42500 2 59.4
"Pongo abelii" 39696.12 NA NA
"Pongo pygmaeus" 37000 2 59
"Tarsius pelengensis" 165 NA NA
"Tarsius pumilus" 27.5 NA NA
"Tarsius sangirensis" 165 NA NA
"Tarsius syrichta" 113.5 1 16
"Tarsius bancanus" 94.25 2 16.3
"Tarsius dentatus" 110.42 NA NA
"Tarsius tarsier" 168.04 2 12
"Aplodontia rufa" 1003.99 1 10
"Ratufa affinis" 1156.25 2 NA
"Ratufa bicolor" 2050 2 19
"Ratufa indica" 1060 2 20
"Ratufa macroura" 1327.08 2 NA
"Sciurillus pusillus" 39 1 NA
"Microsciurus alfari" 87.5 NA NA
"Microsciurus santanderensis" 99.8 NA NA
"Microsciurus mimulus" 120 3 NA
"Microsciurus flaviventer" 92 3 NA
"Rheithrosciurus macrotis" 1225 NA NA
"Sciurus carolinensis" 506.5 2 23.6
"Sciurus nayaritensis" 697 1 NA
"Sciurus niger" 761.9 NA 16
"Sciurus oculatus" 649.99 NA NA
"Sciurus variegatoides" 485 2 15.1
"Sciurus vulgaris" 333 2 14.8
"Sciurus colliaei" 498 1 NA
"Sciurus aureogaster" 595 1 11.5
"Sciurus arizonensis" 646.99 1 NA
"Sciurus yucatanensis" 225 1 NA
"Sciurus alleni" 434.5 2 NA
"Sciurus lis" 264.3 NA NA
"Sciurus deppei" 190 1 NA
"Sciurus aberti" 623.99 2 NA
"Sciurus stramineus" 433.3 NA NA
"Sciurus richmondi" 205 NA NA
"Sciurus pucheranii" 803.01 NA NA
"Sciurus sanborni" 136 NA NA
"Sciurus gilvigularis" 803.01 NA NA
"Sciurus granatensis" 250 2 11.5
"Sciurus ignitus" 190 2 NA
"Sciurus aestuans" 185 2 NA
"Sciurus anomalus" 256 NA NA
"Sciurus flammifer" 4292.99 NA NA
"Sciurus pyrrhinus" 482 NA NA
"Sciurus griseus" 731 1 NA
"Sciurus spadiceus" 403.33 1 NA
"Sciurus igniventris" 700 1 NA
"Syntheosciurus brochus" 132.84 1 NA
"Tamiasciurus hudsonicus" 201.17 2 9.8
"Tamiasciurus mearnsi" 231.58 NA NA
"Tamiasciurus douglasii" 225 2 NA
"Aeretes melanopterus" 753.23 NA NA
"Aeromys thomasi" 1435 NA NA
"Aeromys tephromelas" 1075 NA NA
"Belomys pearsonii" 217 NA NA
"Biswamoyopterus biswasi" 1613.3 NA NA
"Eoglaucomys fimbriatus" 510 NA NA
"Eupetaurus cinereus" 2500 1 NA
"Glaucomys volans" 63.87 2 19
"Glaucomys sabrinus" 166 2 14.2
"Hylopetes winstoni" 170.82 NA NA
"Hylopetes spadiceus" 84.25 NA NA
"Hylopetes sipora" 89.2 NA NA
"Hylopetes platyurus" 56.98 NA NA
"Hylopetes phayrei" 227 NA NA
"Hylopetes nigripes" 534 2 NA
"Hylopetes lepidus" 50 2 NA
"Hylopetes alboniger" 255.38 NA NA
"Hylopetes bartelsi" 146.63 NA NA
"Iomys horsfieldii" 155.5 NA NA
"Iomys sipora" 154.67 NA NA
"Petaurillus hosei" 21.1 NA NA
"Petaurillus kinlochii" 40 NA NA
"Petaurillus emiliae" 13.5 NA NA
"Petaurista leucogenys" 1150 1 19.2
"Petaurista alborufus" 4290 NA 21.4
"Petaurista elegans" 997 2 NA
"Petaurista magnificus" 1475.5 NA NA
"Petaurista petaurista" 1660.13 2 16
"Petaurista philippensis" 1676 NA NA
"Petaurista xanthotis" 1900 NA NA
"Petaurista nobilis" 2710 NA NA
"Petinomys crinitus" 113 2 NA
"Petinomys vordermanni" 40.39 2 NA
"Petinomys setosus" 38.44 2 NA
"Petinomys sagitta" 50 NA NA
"Petinomys mindanensis" 137.64 NA NA
"Petinomys lugens" 433 NA NA
"Petinomys hageni" 388 2 NA
"Petinomys fuscocapillus" 794.5 NA NA
"Petinomys genibarbis" 110 2 NA
"Pteromys momonga" 297.41 NA NA
"Pteromys volans" 143.75 2 11.4
"Pteromyscus pulverulentus" 334.25 NA NA
"Trogopterus xanthipes" 744.94 1 12
"Callosciurus albescens" 220.89 NA NA
"Callosciurus caniceps" 257 NA 13.7
"Callosciurus baluensis" 356 2 NA
"Callosciurus erythraeus" 280 1 17
"Callosciurus phayrei" 269 NA NA
"Callosciurus prevostii" 361.46 2 21.1
"Callosciurus pygerythrus" 252 NA NA
"Callosciurus quinquestriatus" 207.77 NA NA
"Callosciurus notatus" 197.5 2 14.8
"Callosciurus orestes" 278 2 NA
"Callosciurus nigrovittatus" 202 2 NA
"Callosciurus adamsi" 134.5 2 NA
"Callosciurus melanogaster" 278 2 NA
"Callosciurus inornatus" 325 NA NA
"Callosciurus finlaysonii" 278 NA 12.8
"Sundasciurus hippurus" 406.25 2 14
"Sundasciurus mindanensis" 164.46 NA NA
"Sundasciurus moellendorffi" 252 NA NA
"Sundasciurus rabori" 163 NA NA
"Sundasciurus juvencus" 159.09 NA NA
"Sundasciurus hoogstraali" 159.18 NA NA
"Sundasciurus davensis" 165.02 NA NA
"Sundasciurus philippinensis" 244 NA NA
"Sundasciurus steerii" 252 NA NA
"Sundasciurus samarensis" 225 NA NA
"Sundasciurus jentinki" 76 NA NA
"Sundasciurus brookei" 115.5 NA NA
"Sundasciurus tenuis" 73.75 2 10
"Sundasciurus lowii" 87.5 2 11.1
"Sundasciurus fraterculus" 155.51 NA NA
"Dremomys pyrrhomerus" 167.73 NA NA
"Dremomys rufigenis" 200 NA NA
"Dremomys pernyi" 198.63 NA NA
"Dremomys lokriah" 227 NA 7.1
"Dremomys gularis" 190.97 NA NA
"Dremomys everetti" 147.5 2 NA
"Exilisciurus whiteheadi" 20 NA NA
"Exilisciurus exilis" 19 NA NA
"Exilisciurus concinnus" 30.85 NA NA
"Funambulus sublineatus" 70.94 NA NA
"Funambulus palmarum" 136.4 NA NA
"Funambulus layardi" 113.79 NA NA
"Funambulus tristriatus" 139 NA NA
"Funambulus pennantii" 200 NA NA
"Glyphotes simus" 50 NA NA
"Hyosciurus ileile" 315 NA NA
"Hyosciurus heinrichi" 296 NA NA
"Lariscus insignis" 200 1 NA
"Lariscus niobe" 190.2 NA NA
"Lariscus obscurus" 241.19 2 NA
"Lariscus hosei" 180 NA NA
"Menetes berdmorei" 190 NA 4.3
"Nannosciurus melanotis" 50 NA NA
"Prosciurillus weberi" 106.26 NA NA
"Prosciurillus rosenbergii" 90.41 NA NA
"Prosciurillus abstrusus" 79.2 NA NA
"Prosciurillus murinus" 72.9 NA NA
"Prosciurillus leucomus" 128 NA NA
"Rhinosciurus laticaudatus" 228.25 2 NA
"Rubrisciurus rubriventer" 129.52 NA NA
"Tamiops rodolphii" 64.95 NA NA
"Tamiops swinhoei" 85 NA NA
"Tamiops mcclellandii" 45.84 NA NA
"Tamiops maritimus" 70.33 NA NA
"Atlantoxerus getulus" 251 NA 9
"Spermophilopsis leptodactylus" 600 NA NA
"Xerus rutilus" 317.5 2 NA
"Xerus erythropus" 502.4 NA 10.3
"Xerus inauris" 529 1 11.5
"Xerus princeps" 636 1 NA
"Epixerus ebii" 592 1 NA
"Funisciurus substriatus" 186 NA NA
"Funisciurus pyrropus" 297 1 9.5
"Funisciurus leucogenys" 250 NA NA
"Funisciurus lemniscatus" 141 2 NA
"Funisciurus carruthersi" 286 NA NA
"Funisciurus congicus" 112 2 9.5
"Funisciurus anerythrus" 218 1 10
"Funisciurus isabella" 109 1 NA
"Funisciurus bayonii" 135 NA NA
"Heliosciurus undulatus" 347.33 NA NA
"Heliosciurus ruwenzorii" 291 NA NA
"Heliosciurus mutabilis" 390 2 NA
"Heliosciurus gambianus" 295 NA NA
"Heliosciurus punctatus" 174 NA NA
"Heliosciurus rufobrachium" 371.5 1 8.7
"Myosciurus pumilio" 165 2 NA
"Paraxerus ochraceus" 104.3 NA NA
"Paraxerus cooperi" 250 NA NA
"Paraxerus vexillarius" 675 NA NA
"Paraxerus vincenti" 190.19 NA NA
"Paraxerus lucifer" 700 NA NA
"Paraxerus flavovittis" 160 NA NA
"Paraxerus palliatus" 309.31 2 NA
"Paraxerus boehmi" 70 NA NA
"Paraxerus alexandri" 52 NA NA
"Paraxerus poensis" 124.5 1 NA
"Paraxerus cepapi" 180 2 NA
"Protoxerus stangeri" 621.5 1 5.1
"Protoxerus aubinnii" 350 NA NA
"Sciurotamias davidianus" 433.51 NA NA
"Sciurotamias forresti" 433.51 NA NA
"Spermophilus pygmaeus" 136 NA 7.1
"Spermophilus mollis" 165.4 NA NA
"Spermophilus canus" 272.85 NA NA
"Spermophilus citellus" 290 2 6.7
"Spermophilus beldingi" 280.5 2 NA
"Spermophilus dauricus" 161.3 NA NA
"Spermophilus armatus" 313 2 5
"Spermophilus elegans" 453.6 1 NA
"Spermophilus brunneus" 300 2 NA
"Spermophilus musicus" 284.72 NA NA
"Spermophilus pallidicauda" 284.72 NA NA
"Spermophilus ralli" 284.72 NA NA
"Spermophilus relictus" 600 NA NA
"Spermophilus richardsonii" 406 1 NA
"Spermophilus suslicus" 252 NA NA
"Spermophilus alashanicus" 267.76 NA NA
"Spermophilus washingtoni" 207.5 2 NA
"Spermophilus xanthoprymnus" 289.67 NA NA
"Spermophilus townsendii" 213 2 NA
"Spermophilus variegatus" 691.64 2 NA
"Spermophilus beecheyi" 578.5 NA 5
"Spermophilus atricapillus" 551 NA NA
"Spermophilus mexicanus" 189.64 2 NA
"Spermophilus perotensis" 140 NA NA
"Spermophilus tridecemlineatus" 131.67 2 NA
"Spermophilus spilosoma" 89 2 NA
"Spermophilus tereticaudus" 156.5 2 NA
"Spermophilus mohavensis" 190 1 NA
"Spermophilus franklinii" 363 NA NA
"Spermophilus saturatus" 220 NA NA
"Spermophilus lateralis" 191 2 NA
"Spermophilus madrensis" 275 NA NA
"Spermophilus columbianus" 493 1 NA
"Spermophilus undulatus" 840 NA NA
"Spermophilus adocetus" 125 1 NA
"Spermophilus brevicauda" 284.72 NA NA
"Spermophilus fulvus" 596 NA NA
"Spermophilus parryii" 759.99 NA NA
"Spermophilus annulatus" 500 2 NA
"Spermophilus major" 269.07 NA NA
"Spermophilus erythrogenys" 254.81 NA NA
"Ammospermophilus interpres" 110.3 2 NA
"Ammospermophilus insularis" 122.31 NA NA
"Ammospermophilus harrisii" 122 1 10.6
"Ammospermophilus nelsoni" 160.4 2 5.5
"Ammospermophilus leucurus" 103.67 2 11.2
"Cynomys ludovicianus" 1364 1 11
"Cynomys mexicanus" 899.99 1 NA
"Cynomys leucurus" 908.49 1 NA
"Cynomys gunnisoni" 925 2 NA
"Cynomys parvidens" 899.99 1 NA
"Marmota monax" 3801.72 2 14
"Marmota himalayana" 5000 NA NA
"Marmota marmota" 2010 1 17.4
"Marmota camtschatica" 3500 NA NA
"Marmota sibirica" 8000 NA NA
"Marmota caudata" 4350 NA NA
"Marmota broweri" 3405 NA NA
"Marmota bobak" 5500 NA 15
"Marmota baibacina" 7500 NA NA
"Marmota menzbieri" 3250 2 15
"Marmota olympus" 6299.99 NA NA
"Marmota vancouverensis" 6299.99 1 12.1
"Marmota flaviventris" 3349.96 1 21.2
"Marmota caligata" 7230.03 NA 12.1
"Tamias striatus" 111.91 NA 9.5
"Tamias sibiricus" 85 NA 9.6
"Tamias quadrimaculatus" 85.25 2 NA
"Tamias quadrivittatus" 62.2 2 NA
"Tamias ruficaudus" 68 2 8
"Tamias rufus" 53.6 1 NA
"Tamias senex" 89.35 2 NA
"Tamias sonomae" 75 1 NA
"Tamias umbrinus" 63 NA NA
"Tamias siskiyou" 75 NA NA
"Tamias panamintinus" 52.3 2 NA
"Tamias townsendii" 74.78 2 9.3
"Tamias cinereicollis" 61.7 2 NA
"Tamias amoenus" 50.5 2 5.166666667
"Tamias bulleri" 100 NA NA
"Tamias palmeri" 69.4 2 NA
"Tamias speciosus" 62 2 NA
"Tamias alpinus" 36.55 1 NA
"Tamias dorsalis" 71.1 1 12.6
"Tamias durangae" 85 NA NA
"Tamias merriami" 74.8 2 NA
"Tamias minimus" 135.27 2 10
"Tamias obscurus" 73 1 NA
"Tamias ochrogenys" 91.7 2 NA
"Tamias canipes" 70.4 2 NA
"Graphiurus lorraineus" 27 2 NA
"Graphiurus surdus" 20.01 2 NA
"Graphiurus rupicola" 24.53 NA NA
"Graphiurus platyops" 46.1 2 7.3
"Graphiurus ocularis" 30.3 2 NA
"Graphiurus murinus" 19.08 2 6.9
"Graphiurus kelleni" 10.5 2 NA
"Graphiurus johnstoni" 23.96 NA NA
"Graphiurus christyi" 23.83 2 NA
"Graphiurus angolensis" 23.96 NA NA
"Graphiurus microtis" 25.18 NA NA
"Graphiurus monardi" 25.05 NA NA
"Graphiurus nagtglasii" 30 2 NA
"Graphiurus crassicaudatus" 38.22 2 NA
"Chaetocauda sichuanensis" 31.51 NA NA
"Dryomys nitedula" 33.6 2 4.1
"Dryomys laniger" 20 2 NA
"Dryomys niethammeri" 25.92 NA NA
"Eliomys melanurus" 98.7 2 6.2
"Eliomys munbyanus" 106.54 NA NA
"Eliomys quercinus" 115 2 5.5
"Muscardinus avellanarius" 27.5 2 5.3
"Myomimus setzeri" 37.74 NA NA
"Myomimus personatus" 37.48 NA NA
"Myomimus roachi" 36.99 NA NA
"Selevinia betpakdalaensis" 28 3 NA
"Glirulus japonicus" 62.99 2 7
"Glis glis" 128.09 NA 8.7
"Cratogeomys neglectus" 302.48 1 NA
"Cratogeomys tylorhinus" 403.42 1 NA
"Cratogeomys merriami" 419.99 1 NA
"Cratogeomys gymnurus" 599.99 1 NA
"Cratogeomys fumosus" 150 1 NA
"Cratogeomys goldmani" 71.51 NA NA
"Cratogeomys castanops" 266.83 1 4.7
"Cratogeomys zinseri" 150 1 NA
"Geomys arenarius" 206 1 NA
"Geomys knoxjonesi" 172.49 1 NA
"Geomys texensis" 189.76 NA NA
"Geomys tropicalis" 350 1 7
"Geomys personatus" 397 1 NA
"Geomys bursarius" 203.75 1 12
"Geomys pinetis" 85 1 NA
"Geomys breviceps" 136.47 1 NA
"Geomys attwateri" 144.06 1 NA
"Orthogeomys grandis" 500 1 NA
"Orthogeomys cuniculus" 500 1 NA
"Orthogeomys hispidus" 500 1 NA
"Orthogeomys lanius" 500 1 NA
"Orthogeomys cherriei" 225 1 NA
"Orthogeomys dariensis" 438 1 NA
"Orthogeomys heterodus" 615 1 NA
"Orthogeomys matagalpae" 293 1 NA
"Orthogeomys thaeleri" 440.75 1 NA
"Orthogeomys underwoodi" 250 1 NA
"Orthogeomys cavator" 650 1 NA
"Pappogeomys alcorni" 150 1 NA
"Pappogeomys bulleri" 150 1 NA
"Thomomys clusius" 58 1 NA
"Thomomys idahoensis" 67 1 NA
"Thomomys mazama" 75 1 NA
"Thomomys monticola" 80 1 5
"Thomomys talpoides" 130.08 1 3.75
"Thomomys bulbivorus" 359.9 1 NA
"Thomomys umbrinus" 166 1 NA
"Thomomys townsendii" 263.35 1 NA
"Thomomys bottae" 114.75 1 6.1
"Zygogeomys trichopus" 500 1 NA
"Castor canadensis" 21820 1 23.4
"Castor fiber" 19000 1 25
"Dipodomys nitratoides" 43.9 1 NA
"Dipodomys ordii" 60.4 2 9.9
"Dipodomys panamintinus" 74.7 NA NA
"Dipodomys phillipsii" 41 1 NA
"Dipodomys simulans" 70.36 NA NA
"Dipodomys nelsoni" 88.6 1 NA
"Dipodomys stephensi" 69.75 1 NA
"Dipodomys gravipes" 83.97 NA NA
"Dipodomys venustus" 72 1 NA
"Dipodomys spectabilis" 135.88 2 12.7
"Dipodomys microps" 54.6 2 NA
"Dipodomys merriami" 42 1 9.7
"Dipodomys heermanni" 72 2 8.3
"Dipodomys elator" 77.5 2 NA
"Dipodomys deserti" 104.5 1 8.6
"Dipodomys compactus" 49.25 NA NA
"Dipodomys californicus" 84.96 1 NA
"Dipodomys agilis" 57.85 NA NA
"Dipodomys ingens" 133.85 2 NA
"Microdipodops megacephalus" 10.45 2 5.416666667
"Microdipodops pallidus" 12.5 2 NA
"Perognathus flavus" 7.73 2 5
"Perognathus alticolus" 23.99 NA NA
"Perognathus amplus" 11.7 NA 5.9
"Perognathus fasciatus" 11.55 1 NA
"Perognathus inornatus" 10.88 2 NA
"Perognathus longimembris" 7.6 1 8.3
"Perognathus merriami" 6.85 2 2.5
"Perognathus parvus" 21.78 2 5.8
"Perognathus flavescens" 8.8 1 NA
"Chaetodipus goldmani" 23 NA NA
"Chaetodipus pernix" 17 1 NA
"Chaetodipus formosus" 19.45 NA 7.1
"Chaetodipus penicillatus" 16.89 NA NA
"Chaetodipus fallax" 18.7 1 8.3
"Chaetodipus eremicus" 20.31 NA NA
"Chaetodipus dalquesti" 20.31 NA NA
"Chaetodipus californicus" 22 NA NA
"Chaetodipus baileyi" 26.35 2 NA
"Chaetodipus artus" 21.74 1 NA
"Chaetodipus arenarius" 23 NA NA
"Chaetodipus intermedius" 16.5 NA NA
"Chaetodipus lineatus" 23 1 NA
"Chaetodipus hispidus" 32 1 NA
"Chaetodipus rudinoris" 20.31 NA NA
"Chaetodipus spinatus" 16.35 NA NA
"Chaetodipus nelsoni" 15.75 2 NA
"Heteromys oresterus" 74.8 1 NA
"Heteromys teleus" 83.95 NA NA
"Heteromys oasicus" 83.95 NA NA
"Heteromys gaumeri" 63.6 1 NA
"Heteromys desmarestianus" 72.5 1 NA
"Heteromys australis" 267.5 1 NA
"Heteromys anomalus" 70 2 NA
"Heteromys nelsoni" 54.2 1 NA
"Liomys adspersus" 65 NA 1.75
"Liomys irroratus" 50 NA NA
"Liomys spectabilis" 65 NA NA
"Liomys salvini" 42 2 NA
"Liomys pictus" 40 1 NA
"Allactaga elater" 59 NA 5.2
"Allactaga major" 350 NA 7
"Allactaga vinogradovi" 90.51 NA NA
"Allactaga severtzovi" 159 NA NA
"Allactaga firouzi" 92.39 NA NA
"Allactaga hotsoni" 76.5 NA NA
"Allactaga sibirica" 97.5 NA 4.5
"Allactaga balikunica" 93.08 NA NA
"Allactaga bullata" 89.35 NA NA
"Allactaga euphratica" 232 NA 4.2
"Allactaga williamsi" 116.74 NA NA
"Allactaga tetradactyla" 52 NA NA
"Allactodipus bobrinskii" 65.3 NA NA
"Pygeretmus shitkovi" 58.3 2 NA
"Pygeretmus platyurus" 40.14 2 NA
"Pygeretmus pumilio" 52 1 NA
"Cardiocranius paradoxus" 8.6 NA NA
"Salpingotulus michaelis" 29.05 1 NA
"Salpingotus kozlovi" 10.73 NA NA
"Salpingotus crassicauda" 13.1 2 NA
"Salpingotus thomasi" 10.45 NA NA
"Salpingotus heptneri" 8.9 NA NA
"Salpingotus pallidus" 9.8 NA NA
"Dipus sagitta" 85.65 2 NA
"Eremodipus lichtensteini" 51 NA NA
"Jaculus blanfordi" 54.7 NA NA
"Jaculus jaculus" 56.55 NA 7.3
"Jaculus orientalis" 138 NA 5.5
"Paradipus ctenodactylus" 109.01 1 NA
"Stylodipus sungorus" 61.96 1 NA
"Stylodipus telum" 55 1 NA
"Stylodipus andrewsi" 61.97 1 NA
"Euchoreutes naso" 24.14 NA NA
"Sicista concolor" 13.1 NA NA
"Sicista subtilis" 11.75 NA NA
"Sicista strandi" 10.3 NA NA
"Sicista severtzovi" 11.77 NA NA
"Sicista pseudonapaea" 12.2 NA NA
"Sicista tianshanica" 10.3 NA NA
"Sicista napaea" 10 2 NA
"Sicista caudata" 11.2 NA NA
"Sicista caucasica" 10 NA NA
"Sicista betulina" 8 NA 4
"Sicista armenica" 6.53 NA NA
"Sicista kluchorica" 7.2 NA NA
"Sicista kazbegica" 6.43 NA NA
"Eozapus setchuanus" 32.58 NA NA
"Napaeozapus insignis" 22.3 2 4
"Zapus hudsonius" 17.12 2 5.6
"Zapus princeps" 29 2 NA
"Zapus trinotatus" 27.5 2 NA
"Monticolomys koopmani" 25 NA NA
"Nesomys lambertoni" 155 NA NA
"Nesomys rufus" 162.5 1 NA
"Nesomys audeberti" 212.5 1 NA
"Voalavo gymnocaudus" 50.88 NA NA
"Eliurus antsingy" 77.7 NA NA
"Eliurus petteri" 75 NA NA
"Eliurus penicillatus" 100 NA NA
"Eliurus myoxinus" 70 2 NA
