species	order_pbdb	order_now	fam_pbdb	fam_now	genus	species	occ_pbdb	occ_now
Gazella mytilinii	NA	artiodactyla	NA	bovidae	gazella	mytilinii	NA	6
Pampahippus secundus	notoungulata	NA	notohippidae	NA	pampahippus	secundus	1	NA
Hyrachyus NA	NA	perissodactyla	NA	hyracodontidae	hyrachyus	NA	NA	1
Tapirus priscus	perissodactyla	perissodactyla	tapiridae	tapiridae	tapirus	priscus	4	13
Chibanycteris herberti	chiroptera	NA	nycterididae	NA	chibanycteris	herberti	1	NA
Tragulus napu	NA	artiodactyla	NA	tragulidae	tragulus	napu	NA	1
Protophocaena minima	cetacea	NA	pontoporiidae	NA	protophocaena	minima	3	NA
Prolagus oeningensis	lagomorpha	lagomorpha	ochotonidae	ochotonidae	prolagus	oeningensis	45	160
Brachyhyrax aequatorialis	hyracoidea	hyracoidea	pliohyracidae	geniohyidae	brachyhyrax	aequatorialis	2	5
Chainodus sulcatus	NA	eulipotyphla	dimylidae	dimylidae	chainodus	sulcatus	1	3
Hylobates syndactylus	NA	primates	NA	hominidae	hylobates	syndactylus	NA	4
Protictis simpsoni	NA	NA	viverravidae	NA	protictis	simpsoni	1	NA
Ictitherium kurteni	NA	carnivora	NA	hyaenidae	ictitherium	kurteni	NA	1
Tricorynopus brinkmani	NA	NA	NA	NA	tricorynopus	brinkmani	1	NA
Coryphodon proterus	amblypoda	NA	coryphodontidae	NA	coryphodon	proterus	3	NA
Ursus rossicus	NA	carnivora	NA	ursidae	ursus	rossicus	NA	4
Rhinolophus yongyuthi	chiroptera	chiroptera	rhinolophidae	rhinolophidae	rhinolophus	yongyuthi	1	1
Promimomys cor	NA	rodentia	NA	muridae	promimomys	cor	NA	5
Vormela peregusna	NA	carnivora	NA	mustelidae	vormela	peregusna	NA	6
Asiomomys changbaicus	primates	NA	omomyidae	NA	asiomomys	changbaicus	1	NA
Tyrrhenolutra helbingi	carnivora	carnivora	mustelidae	mustelidae	tyrrhenolutra	helbingi	1	2
Melissiodon arabourgi	NA	rodentia	NA	muridae	melissiodon	arabourgi	NA	1
Antilope subtorta	NA	artiodactyla	NA	bovidae	antilope	subtorta	NA	2
Ningxiatherium longirhinus	NA	perissodactyla	NA	rhinocerotidae	ningxiatherium	longirhinus	NA	2
Hypolagus fontinalis	lagomorpha	NA	leporidae	NA	hypolagus	fontinalis	31	NA
Lophiomeryx angarae	artiodactyla	NA	lophiomerycidae	NA	lophiomeryx	angarae	3	NA
Hipparion platyodus	NA	perissodactyla	NA	equidae	hipparion	platyodus	NA	9
Clethrionomys NA	NA	rodentia	NA	muridae	clethrionomys	NA	NA	20
Megatherium sundti	xenarthra	NA	megatheriidae	NA	megatherium	sundti	1	NA
Galea musteloides	rodentia	NA	caviidae	NA	galea	musteloides	3	NA
Maxschlosseria expansa	notoungulata	NA	oldfieldthomasiidae	NA	maxschlosseria	expansa	1	NA
Pliopetaurista rugosa	NA	rodentia	NA	sciuridae	pliopetaurista	rugosa	NA	1
Microbiotherium tehuelchum	microbiotheria	NA	microbiotheriidae	NA	microbiotherium	tehuelchum	18	NA
Sindemys sehwanensis	NA	rodentia	NA	muridae	sindemys	sehwanensis	NA	4
Lagopsis cadeoti	NA	lagomorpha	NA	ochotonidae	lagopsis	cadeoti	NA	11
Cricetops minor	rodentia	NA	cricetidae	NA	cricetops	minor	1	NA
Bugtipithecus inexpectans	primates	NA	amphipithecidae	NA	bugtipithecus	inexpectans	1	NA
Epimeriones NA	NA	rodentia	NA	muridae	epimeriones	NA	NA	2
Hyperacrius yenshanensis	NA	rodentia	NA	muridae	hyperacrius	yenshanensis	NA	1
Gobicricetodon flynni	NA	rodentia	NA	muridae	gobicricetodon	flynni	NA	7
Indraloris himalayensis	primates	NA	sivaladapidae	NA	indraloris	himalayensis	1	NA
Vishnutherium iravaticum	NA	artiodactyla	NA	giraffidae	vishnutherium	iravaticum	NA	1
Daphoenus socialis	carnivora	NA	amphicyonidae	NA	daphoenus	socialis	1	NA
Samotragus praecursor	NA	artiodactyla	NA	bovidae	samotragus	praecursor	NA	3
Paramys dispar	rodentia	NA	ischyromyidae	NA	paramys	dispar	2	NA
Squalodon melitensis	cetacea	NA	squalodontidae	NA	squalodon	melitensis	4	NA
Epeiromys spanius	rodentia	NA	NA	NA	epeiromys	spanius	2	NA
Serridentinus inopinatus	NA	proboscidea	NA	gomphotheriidae	serridentinus	inopinatus	NA	1
Austrosqualodon trirhizodonta	cetacea	NA	squalodontidae	NA	austrosqualodon	trirhizodonta	1	NA
Ignacius fremontensis	primates	NA	paromomyidae	NA	ignacius	fremontensis	6	NA
Belomys pearsoni	NA	rodentia	NA	sciuridae	belomys	pearsoni	NA	1
Morlodon vellerei	hyaenodonta	NA	hyaenodontidae	NA	morlodon	vellerei	3	NA
Globicephala macrorhynchus	cetacea	NA	delphinidae	NA	globicephala	macrorhynchus	18	NA
Pliospalax rhodius	NA	rodentia	NA	muridae	pliospalax	rhodius	NA	1
Mulkrajanops moghliensis	NA	perissodactyla	NA	brontotheriidae	mulkrajanops	moghliensis	NA	1
Thomasia moorei	NA	NA	NA	NA	thomasia	moorei	4	NA
Loxolophus hyattianus	NA	NA	arctocyonidae	NA	loxolophus	hyattianus	11	NA
Lepus americanus	lagomorpha	NA	leporidae	NA	lepus	americanus	21	NA
Polyacrodon lanciformis	litopterna	NA	proterotheriidae	NA	polyacrodon	lanciformis	3	NA
Anchitherium clarencei	perissodactyla	NA	equidae	NA	anchitherium	clarencei	9	NA
Leptoreodon golzi	artiodactyla	NA	protoceratidae	NA	leptoreodon	golzi	1	NA
Notiocetus platensis	cetacea	NA	balaenopteridae	NA	notiocetus	platensis	1	NA
Plesiocetus gervaisii	cetacea	NA	balaenopteridae	NA	plesiocetus	gervaisii	1	NA
Sus brachygnathus	NA	artiodactyla	NA	suidae	sus	brachygnathus	NA	8
Prosansanosmilus NA	NA	carnivora	NA	barbourofelidae	prosansanosmilus	NA	NA	1
Hippopotamus shungurensis	NA	artiodactyla	NA	hippopotamidae	hippopotamus	shungurensis	NA	1
Shamosminthus sodovis	rodentia	NA	zapodidae	NA	shamosminthus	sodovis	15	NA
Apheliscus nitidus	macroscelidea	NA	apheliscidae	NA	apheliscus	nitidus	21	NA
Apatemys prouti	insectivora	NA	apatemyidae	NA	apatemys	prouti	1	NA
Vishnuictis africana	NA	carnivora	NA	viverridae	vishnuictis	africana	NA	1
Diceratherium armatum	perissodactyla	NA	rhinocerotidae	NA	diceratherium	armatum	21	NA
Ochotona eximia	NA	lagomorpha	NA	ochotonidae	ochotona	eximia	NA	4
Sespemys thurstoni	rodentia	NA	cylindrodontidae	NA	sespemys	thurstoni	1	NA
Thylacinus potens	NA	dasyuromorphia	NA	thylacinidae	thylacinus	potens	NA	1
Rhinolophus priscus	chiroptera	NA	rhinolophidae	NA	rhinolophus	priscus	5	NA
Marmota parva	NA	rodentia	NA	sciuridae	marmota	parva	NA	1
Unuchinia asaphes	insectivora	NA	apatemyidae	NA	unuchinia	asaphes	1	NA
Parapetaurista tenurugosa	NA	rodentia	NA	pteromyidae	parapetaurista	tenurugosa	NA	1
Epimeriones progressus	NA	rodentia	NA	muridae	epimeriones	progressus	NA	1
Neotherium mirum	carnivora	NA	odobenidae	NA	neotherium	mirum	1	NA
Reithrodontomys rexroadensis	rodentia	NA	cricetidae	NA	reithrodontomys	rexroadensis	4	NA
Hallensia matthesi	NA	perissodactyla	NA	incertae sedis	hallensia	matthesi	NA	1
Platyosphys paulsonii	cetacea	NA	basilosauridae	NA	platyosphys	paulsonii	4	NA
Nerterogeomys persimilis	rodentia	NA	geomyidae	NA	nerterogeomys	persimilis	10	NA
Lophiomys maroccanus	NA	rodentia	NA	muridae	lophiomys	maroccanus	NA	1
Diplobune bavarica	artiodactyla	NA	anoplotheriidae	NA	diplobune	bavarica	1	NA
Melursus theobaldi	NA	carnivora	NA	ursidae	melursus	theobaldi	NA	1
Tapirus yunnanensis	NA	perissodactyla	NA	tapiridae	tapirus	yunnanensis	NA	2
Homo rudolfensis	primates	primates	hominidae	hominidae	homo	rudolfensis	1	2
Parectypodus lunatus	multituberculata	NA	neoplagiaulacidae	NA	parectypodus	lunatus	22	NA
Pliometanastes protistus	xenarthra	NA	megalonychidae	NA	pliometanastes	protistus	6	NA
Eumeryx imbellis	artiodactyla	NA	cervidae	NA	eumeryx	imbellis	3	NA
Prodistylomys xinjiangensis	rodentia	rodentia	distylomyidae	ctenodactylidae	prodistylomys	xinjiangensis	1	2
Basirepomys pliocenicus	rodentia	NA	cricetidae	NA	basirepomys	pliocenicus	3	NA
Papahu taitapu	cetacea	NA	NA	NA	papahu	taitapu	1	NA
Serapia eocaena	primates	primates	proteopithecidae	findout	serapia	eocaena	1	2
Hypolagus oregonensis	lagomorpha	NA	leporidae	NA	hypolagus	oregonensis	3	NA
Miospermophilus bryanti	rodentia	NA	sciuridae	NA	miospermophilus	bryanti	2	NA
Bothriogenys vietnamensis	artiodactyla	NA	anthracotheriidae	NA	bothriogenys	vietnamensis	1	NA
Notorhinus denticulatus	astrapotheria	NA	NA	NA	notorhinus	denticulatus	1	NA
Knightomys senior	rodentia	NA	sciuravidae	NA	knightomys	senior	4	NA
Sayimys giganteus	NA	rodentia	NA	ctenodactylidae	sayimys	giganteus	NA	2
Aztlanolagus agilis	lagomorpha	NA	leporidae	NA	aztlanolagus	agilis	3	NA
Anomalomys rudabanyensis	NA	rodentia	NA	muridae	anomalomys	rudabanyensis	NA	1
Strigocuscus notialis	diprotodontia	NA	phalangeridae	NA	strigocuscus	notialis	2	NA
Okapia johnstoni	artiodactyla	NA	giraffidae	NA	okapia	johnstoni	1	NA
Eurygnathohippus hooijeri	NA	perissodactyla	NA	equidae	eurygnathohippus	hooijeri	NA	1
Protictitherium NA	NA	carnivora	NA	hyaenidae	protictitherium	NA	NA	8
Soriculus leucops	NA	eulipotyphla	NA	soricidae	soriculus	leucops	NA	4
Utahia carina	primates	NA	omomyidae	NA	utahia	carina	1	NA
Ephelcomenus NA	NA	artiodactyla	NA	anoplotheriidae	ephelcomenus	NA	NA	1
Melaniella timosa	NA	NA	NA	NA	melaniella	timosa	1	NA
Paracricetodon dehmi	rodentia	NA	cricetidae	NA	paracricetodon	dehmi	2	NA
Gomphotherium watzeensis	NA	proboscidea	NA	gomphotheriidae	gomphotherium	watzeensis	NA	1
Microtodon kowalskii	NA	rodentia	NA	muridae	microtodon	kowalskii	NA	4
Malaquiferus tourteloti	artiodactyla	NA	oromerycidae	NA	malaquiferus	tourteloti	4	NA
Metacervulus mongoliensis	NA	artiodactyla	NA	cervidae	metacervulus	mongoliensis	NA	3
Cricetinus beremendensis	NA	rodentia	NA	muridae	cricetinus	beremendensis	NA	1
Archaeodesmana getica	NA	eulipotyphla	NA	talpidae	archaeodesmana	getica	NA	13
Protocyon orcesi	carnivora	NA	canidae	NA	protocyon	orcesi	1	NA
Calcochloris hamiltoni	NA	chrysochloridea	NA	chrysochloridae	calcochloris	hamiltoni	NA	1
Osbornoceros osborni	artiodactyla	NA	antilocapridae	NA	osbornoceros	osborni	3	NA
Mimetodon silberlingi	multituberculata	NA	neoplagiaulacidae	NA	mimetodon	silberlingi	14	NA
Diatomys shantungensis	rodentia	rodentia	diatomyidae	diatomyidae	diatomys	shantungensis	4	3
Yuomys yunnanensis	rodentia	NA	NA	NA	yuomys	yunnanensis	1	NA
Aulophyseter rionegrensis	cetacea	NA	physeteridae	NA	aulophyseter	rionegrensis	1	NA
Tectonomys NA	NA	rodentia	NA	muridae	tectonomys	NA	NA	1
Hipparion dermatorhinum	NA	perissodactyla	NA	equidae	hipparion	dermatorhinum	NA	9
Archaeopotamus harvardi	artiodactyla	NA	hippopotamidae	NA	archaeopotamus	harvardi	22	NA
Knightomys minor	rodentia	NA	sciuravidae	NA	knightomys	minor	18	NA
Samotherium sinense	NA	artiodactyla	NA	giraffidae	samotherium	sinense	NA	3
Miotylopus taylori	artiodactyla	NA	camelidae	NA	miotylopus	taylori	2	NA
Namibiomeryx senuti	NA	artiodactyla	NA	bovidae	namibiomeryx	senuti	NA	1
Hemibos acuticornis	NA	artiodactyla	NA	bovidae	hemibos	acuticornis	NA	3
Embolotherium andrewsi	perissodactyla	NA	brontotheriidae	NA	embolotherium	andrewsi	3	NA
Oxyacodon priscilla	NA	NA	periptychidae	NA	oxyacodon	priscilla	5	NA
Occitanomys alcalai	NA	rodentia	NA	muridae	occitanomys	alcalai	NA	51
Parachoffatia staphylos	multituberculata	NA	paulchoffatiidae	NA	parachoffatia	staphylos	1	NA
Geomys adamsi	rodentia	NA	geomyidae	NA	geomys	adamsi	2	NA
Hispanomeryx NA	NA	artiodactyla	NA	bovoidea	hispanomeryx	NA	NA	4
Megagomphos sinanoensis	carnivora	NA	desmatophocidae	NA	megagomphos	sinanoensis	1	NA
Dimylechinus NA	NA	eulipotyphla	NA	erinaceidae	dimylechinus	NA	NA	1
Anemorhysis sublettensis	primates	NA	omomyidae	NA	anemorhysis	sublettensis	1	NA
Afromeryx NA	NA	artiodactyla	NA	anthracotheriidae	afromeryx	NA	NA	1
Democricetodon fourensis	NA	rodentia	NA	muridae	democricetodon	fourensis	NA	2
Praedamalis howelli	NA	artiodactyla	NA	bovidae	praedamalis	howelli	NA	1
Camelus dromedarius	artiodactyla	artiodactyla	camelidae	camelidae	camelus	dromedarius	1	2
Spaniomys modestus	rodentia	NA	myocastoridae	NA	spaniomys	modestus	6	NA
Pampahippus arenalesi	notoungulata	NA	notohippidae	NA	pampahippus	arenalesi	1	NA
Anthracotherium tenuis	artiodactyla	NA	anthracotheriidae	NA	anthracotherium	tenuis	7	NA
Hexaprotodon palaeindicus	NA	artiodactyla	NA	hippopotamidae	hexaprotodon	palaeindicus	NA	4
Perulestes cardichi	paucituberculata	marsupialia	caenolestidae	caenolestidae	perulestes	cardichi	1	1
Myocricetodon ouedi	NA	rodentia	NA	muridae	myocricetodon	ouedi	NA	4
Diacodexis secans	artiodactyla	NA	diacodexeidae	NA	diacodexis	secans	38	NA
Amphilemur eocaenicus	macroscelidea	NA	amphilemuridae	NA	amphilemur	eocaenicus	1	NA
Infernolestes rougieri	NA	NA	spalacotheriidae	NA	infernolestes	rougieri	1	NA
Sulimskia ziegleri	NA	eulipotyphla	NA	soricidae	sulimskia	ziegleri	NA	2
Dioplotherium allisoni	sirenia	NA	dugongidae	NA	dioplotherium	allisoni	10	NA
Sifrhippus sandrae	perissodactyla	NA	equidae	NA	sifrhippus	sandrae	24	NA
Palenochtha weissae	primates	NA	palaechthonidae	NA	palenochtha	weissae	1	NA
Equus burchellii	NA	perissodactyla	NA	equidae	equus	burchellii	NA	12
Necrolemur zitteli	NA	primates	NA	microchoeridae	necrolemur	zitteli	NA	1
Cricetulus longicaudatus	NA	rodentia	NA	muridae	cricetulus	longicaudatus	NA	1
Haqueina haquei	artiodactyla	NA	dichobunidae	NA	haqueina	haquei	1	NA
Pronothodectes matthewi	primates	NA	plesiadapidae	NA	pronothodectes	matthewi	5	NA
Proviverra typica	hyaenodonta	NA	hyaenodontidae	NA	proviverra	typica	2	NA
Progonomys hussaini	NA	rodentia	NA	muridae	progonomys	hussaini	NA	1
Mabokopithecus clarki	NA	primates	NA	proconsulidae	mabokopithecus	clarki	NA	1
Perognathus flavus	rodentia	NA	heteromyidae	NA	perognathus	flavus	4	NA
Rhagapodemus frequens	NA	rodentia	NA	muridae	rhagapodemus	frequens	NA	12
Eumys brachyodus	rodentia	NA	cricetidae	NA	eumys	brachyodus	9	NA
Typhlomys NA	NA	rodentia	NA	platacanthomyidae	typhlomys	NA	NA	1
Teleolophus xui	perissodactyla	NA	tapiridae	NA	teleolophus	xui	1	NA
Nexuotapirus robustus	perissodactyla	NA	tapiridae	NA	nexuotapirus	robustus	2	NA
Siamoperadectes minutus	NA	marsupialia	peradectidae	didelphidae	siamoperadectes	minutus	1	1
Pondaungimys anomaluropsis	rodentia	NA	anomaluridae	NA	pondaungimys	anomaluropsis	3	NA
Galago demidovi	NA	primates	NA	lorisidae	galago	demidovi	NA	1
Xenalopex remenyii	NA	carnivora	NA	canidae	xenalopex	remenyii	NA	1
Amphirhagatherium louisi	artiodactyla	NA	choeropotamidae	NA	amphirhagatherium	louisi	1	NA
Kobus venterae	NA	artiodactyla	NA	bovidae	kobus	venterae	NA	3
Bohlinosminthus parvulus	NA	rodentia	NA	dipodidae	bohlinosminthus	parvulus	NA	3
Armintodelphys blacki	NA	NA	peradectidae	NA	armintodelphys	blacki	3	NA
Stephanorhinus hemitoechus	perissodactyla	perissodactyla	rhinocerotidae	rhinocerotidae	stephanorhinus	hemitoechus	13	22
Felis issiodorensis	NA	carnivora	NA	felidae	felis	issiodorensis	NA	1
Darcius duggani	marsupialia	diprotodontia	ektopodontidae	ektopodontidae	darcius	duggani	4	1
Patagonia peregrina	NA	NA	NA	NA	patagonia	peregrina	1	NA
Tragoportax punjabicus	NA	artiodactyla	NA	bovidae	tragoportax	punjabicus	NA	2
Papio ingens	NA	primates	NA	cercopithecidae	papio	ingens	NA	4
Didymoconus berkeyi	NA	leptictida	NA	didymoconidae	didymoconus	berkeyi	NA	3
Prochetodon taxus	multituberculata	NA	ptilodontidae	NA	prochetodon	taxus	3	NA
Equus uralensis	NA	perissodactyla	NA	equidae	equus	uralensis	NA	1
Palaeohypsodontus asiaticus	artiodactyla	NA	NA	NA	palaeohypsodontus	asiaticus	2	NA
Triisodon quivirensis	acreodi	NA	triisodontidae	NA	triisodon	quivirensis	8	NA
Mylagaulus cambridgensis	rodentia	NA	mylagaulidae	NA	mylagaulus	cambridgensis	1	NA
Tribotherium africanum	NA	NA	NA	NA	tribotherium	africanum	2	NA
Cyrnolutra castiglionis	NA	carnivora	NA	mustelidae	cyrnolutra	castiglionis	NA	1
Sousa teuszii	cetacea	NA	delphinidae	NA	sousa	teuszii	2	NA
Equus apolloniensis	NA	perissodactyla	NA	equidae	equus	apolloniensis	NA	1
Theridomys NA	NA	rodentia	NA	theridomyidae	theridomys	NA	NA	7
Nesiotites similis	NA	eulipotyphla	NA	soricidae	nesiotites	similis	NA	1
Eoincamys ameghinoi	rodentia	rodentia	agoutidae	dasyproctidae	eoincamys	ameghinoi	1	1
Menelikia leakeyi	NA	artiodactyla	NA	bovidae	menelikia	leakeyi	NA	3
Xiphodon castrensis	artiodactyla	NA	xiphodontidae	NA	xiphodon	castrensis	4	NA
Megacricetodon roussillonensis	NA	rodentia	NA	muridae	megacricetodon	roussillonensis	NA	1
Gregorymys riggsi	rodentia	NA	geomyidae	NA	gregorymys	riggsi	5	NA
Dalanistes ahmedi	cetacea	NA	remingtonocetidae	NA	dalanistes	ahmedi	3	NA
Herpetocetus sendaicus	cetacea	NA	cetotheriidae	NA	herpetocetus	sendaicus	2	NA
Pliocrocuta perrieri	carnivora	carnivora	hyaenidae	hyaenidae	pliocrocuta	perrieri	23	42
Protepicyon raki	carnivora	NA	canidae	NA	protepicyon	raki	5	NA
Khirtharia aurea	artiodactyla	artiodactyla	raoellidae	raoellidae	khirtharia	aurea	1	1
Necromanis parva	NA	pholidota	NA	manidae	necromanis	parva	NA	1
Eptesicus nilssoni	NA	chiroptera	NA	vespertilionidae	eptesicus	nilssoni	NA	1
Progiraffa NA	NA	artiodactyla	NA	giraffidae	progiraffa	NA	NA	1
Fahlbuschia NA	NA	rodentia	NA	muridae	fahlbuschia	NA	NA	2
Josepholeidya deculca	litopterna	NA	proterotheriidae	NA	josepholeidya	deculca	1	NA
Leptictidium nasutum	NA	leptictida	pseudorhyncocyonidae	leptictidae	leptictidium	nasutum	1	1
Metaplagiolophus atoae	perissodactyla	perissodactyla	pachynolophidae	palaeotheriidae	metaplagiolophus	atoae	1	1
Stegodon primitium	NA	proboscidea	NA	stegodontidae	stegodon	primitium	NA	1
Peromyscus hagermanensis	rodentia	NA	cricetidae	NA	peromyscus	hagermanensis	18	NA
Scaldicetus inflatus	cetacea	NA	NA	NA	scaldicetus	inflatus	1	NA
Salladolodus deuterotherioides	condylarthra	NA	didolodontidae	NA	salladolodus	deuterotherioides	1	NA
Sipalocyon externus	sparassodonta	NA	NA	NA	sipalocyon	externus	1	NA
Bos banteng	NA	artiodactyla	NA	bovidae	bos	banteng	NA	1
Hippotherium microdon	NA	perissodactyla	NA	equidae	hippotherium	microdon	NA	1
Cedaromys parvus	multituberculata	NA	NA	NA	cedaromys	parvus	8	NA
Hispanomys lavocati	NA	rodentia	NA	muridae	hispanomys	lavocati	NA	5
Allactaga nogaiskiensis	NA	rodentia	NA	dipodidae	allactaga	nogaiskiensis	NA	2
Eumyarion orhani	rodentia	rodentia	cricetidae	muridae	eumyarion	orhani	1	1
Phascolestes mustelula	NA	NA	dryolestidae	NA	phascolestes	mustelula	2	NA
Semigenetta laugnacensis	NA	carnivora	NA	viverridae	semigenetta	laugnacensis	NA	2
Pseudotaria muramotoi	carnivora	NA	odobenidae	NA	pseudotaria	muramotoi	1	NA
Amphicyon ingens	carnivora	NA	amphicyonidae	NA	amphicyon	ingens	8	NA
Proheptaconus patagonicus	litopterna	NA	adianthidae	NA	proheptaconus	patagonicus	2	NA
Canis anthus	carnivora	carnivora	canidae	canidae	canis	anthus	2	1
Tragoportax csakvarensis	NA	artiodactyla	NA	bovidae	tragoportax	csakvarensis	NA	1
Zalophus californianus	carnivora	NA	otariidae	NA	zalophus	californianus	10	NA
Kokopellia juddi	marsupialia	NA	NA	NA	kokopellia	juddi	1	NA
Metanoiamys agorus	rodentia	NA	eomyidae	NA	metanoiamys	agorus	47	NA
Spelaeomys NA	NA	rodentia	NA	muridae	spelaeomys	NA	NA	1
Taxodon hessicum	NA	carnivora	NA	mustelidae	taxodon	hessicum	NA	1
Ronzotherium filholi	perissodactyla	NA	rhinocerotidae	NA	ronzotherium	filholi	3	NA
Lophiparamys woodi	rodentia	NA	ischyromyidae	NA	lophiparamys	woodi	1	NA
Acrecebus fraileyi	primates	NA	cebidae	NA	acrecebus	fraileyi	2	NA
Moldoredunca NA	NA	artiodactyla	NA	bovidae	moldoredunca	NA	NA	3
Paracamelus alutensis	NA	artiodactyla	NA	camelidae	paracamelus	alutensis	NA	2
Repenomamus giganticus	eutriconodonta	NA	gobiconodontidae	NA	repenomamus	giganticus	1	NA
Desmana amutriensis	NA	eulipotyphla	NA	talpidae	desmana	amutriensis	NA	4
Micromomys fremdi	primates	NA	micromomyidae	NA	micromomys	fremdi	1	NA
Metechinus nevadensis	lipotyphla	NA	erinaceidae	NA	metechinus	nevadensis	1	NA
Trogontherium dacicum	NA	rodentia	NA	castoridae	trogontherium	dacicum	NA	3
Cricetulodon lucentensis	rodentia	rodentia	cricetidae	muridae	cricetulodon	lucentensis	3	2
Xiphodon NA	NA	artiodactyla	NA	xiphodontidae	xiphodon	NA	NA	1
Alouatta seniculus	primates	NA	atelidae	NA	alouatta	seniculus	3	NA
Glirulus conjunctus	rodentia	rodentia	gliridae	gliridae	glirulus	conjunctus	2	12
Miotylopus leonardi	artiodactyla	NA	camelidae	NA	miotylopus	leonardi	5	NA
Proochotona kalfaense	NA	lagomorpha	NA	ochotonidae	proochotona	kalfaense	NA	6
Temnocyon percussor	carnivora	NA	amphicyonidae	NA	temnocyon	percussor	2	NA
Moeritherium andrewsi	NA	proboscidea	NA	moeritheriidae	moeritherium	andrewsi	NA	1
Bouromeryx submilleri	artiodactyla	NA	palaeomerycidae	NA	bouromeryx	submilleri	10	NA
Proputorius sansaniensis	NA	carnivora	NA	mustelidae	proputorius	sansaniensis	NA	4
Leptotomus parvus	rodentia	NA	ischyromyidae	NA	leptotomus	parvus	33	NA
Georychus capensis	rodentia	rodentia	bathyergidae	bathyergidae	georychus	capensis	3	2
Lepilemur leucopus	NA	primates	NA	lepilemuridae	lepilemur	leucopus	NA	1
Cupidinimus boronensis	rodentia	NA	heteromyidae	NA	cupidinimus	boronensis	2	NA
Muntiacus nanus	NA	artiodactyla	NA	cervidae	muntiacus	nanus	NA	1
Harpagolestes brevipes	acreodi	NA	mesonychidae	NA	harpagolestes	brevipes	1	NA
Plesictis humilidens	NA	carnivora	NA	mustelidae	plesictis	humilidens	NA	2
Dremotherium cetinensis	artiodactyla	artiodactyla	moschidae	moschidae	dremotherium	cetinensis	1	1
Wailekia orientale	primates	NA	sivaladapidae	NA	wailekia	orientale	2	NA
Pratilepus kansasensis	lagomorpha	NA	leporidae	NA	pratilepus	kansasensis	3	NA
Pongo hooijeri	primates	NA	hominidae	NA	pongo	hooijeri	2	NA
Martes stirtoni	carnivora	NA	mustelidae	NA	martes	stirtoni	1	NA
Procoptodon pusio	diprotodontia	NA	NA	NA	procoptodon	pusio	14	NA
Sciurus notatus	NA	rodentia	NA	sciuridae	sciurus	notatus	NA	1
Coona pattersoni	marsupialia	NA	derorhynchidae	NA	coona	pattersoni	1	NA
Ictiocyon socialis	NA	carnivora	NA	amphicyonidae	ictiocyon	socialis	NA	3
Ammospermophilus junturensis	rodentia	NA	sciuridae	NA	ammospermophilus	junturensis	6	NA
Sineleutherus issedonicus	NA	NA	NA	NA	sineleutherus	issedonicus	1	NA
Henkelodon naias	multituberculata	NA	paulchoffatiidae	NA	henkelodon	naias	1	NA
Nanodelphys hunti	NA	NA	peradectidae	NA	nanodelphys	hunti	16	NA
Scapteromys tumidus	rodentia	NA	cricetidae	NA	scapteromys	tumidus	1	NA
Praemegaptera pampauensis	cetacea	NA	balaenopteridae	NA	praemegaptera	pampauensis	1	NA
